0,1,2,3,4,5,6
PresaLaPurisimaGto,B11,2021,5,19,2,400815.0
PresaLaPurisimaGto,B11,2021,5,4,1,408923.0
PresaLaPurisimaGto,B11,2021,5,4,0,403271.0
PresaLaPurisimaGto,B11,2021,4,24,9,407359.0
PresaLaPurisimaGto,B11,2021,4,24,8,400177.0
PresaLaPurisimaGto,B11,2021,7,23,3,412402.0
PresaLaPurisimaGto,B11,2021,7,23,2,406265.0
PresaLaPurisimaGto,B11,2021,7,18,1,408551.0
PresaLaPurisimaGto,B11,2021,7,18,0,402321.0
PresaLaPurisimaGto,B11,2021,6,8,1,395004.0
PresaLaPurisimaGto,B11,2021,6,8,0,388976.0
PresaLaPurisimaGto,B11,2021,9,21,0,582420.0
PresaLaPurisimaGto,B11,2021,8,17,5,426937.0
PresaLaPurisimaGto,B11,2021,8,17,4,420313.0
PresaLaPurisimaGto,B11,2021,8,12,3,474082.0
PresaLaPurisimaGto,B11,2021,8,12,2,482034.0
PresaLaPurisimaGto,B11,2021,8,2,1,2791148.0
PresaLaPurisimaGto,B11,2021,8,2,0,405064.0
PresaLaPurisimaGto,B11,2021,11,10,3,652243.0
PresaLaPurisimaGto,B11,2021,11,10,2,612913.0
PresaLaPurisimaGto,B11,2021,11,5,1,652882.0
PresaLaPurisimaGto,B11,2021,11,5,0,614430.0
PresaLaPurisimaGto,B11,2021,10,11,1,626147.0
PresaLaPurisimaGto,B11,2021,10,11,0,616440.0
PresaLaPurisimaGto,B11,2021,9,21,1,591115.0
PresaLaPurisimaGto,B11,2018,12,21,0,560370.0
PresaLaPurisimaGto,B11,2018,12,21,1,567858.0
PresaLaPurisimaGto,B11,2019,1,5,0,546537.0
PresaLaPurisimaGto,B11,2019,1,5,1,555223.0
PresaLaPurisimaGto,B11,2019,1,10,2,542631.0
PresaLaPurisimaGto,B11,2019,1,10,3,551331.0
PresaLaPurisimaGto,B11,2019,1,20,4,536297.0
PresaLaPurisimaGto,B11,2019,1,20,5,545373.0
PresaLaPurisimaGto,B11,2019,1,25,6,535536.0
PresaLaPurisimaGto,B11,2019,1,25,7,543914.0
PresaLaPurisimaGto,B11,2019,2,4,0,534009.0
PresaLaPurisimaGto,B11,2019,2,4,1,542222.0
PresaLaPurisimaGto,B11,2019,2,9,2,528590.0
PresaLaPurisimaGto,B11,2019,2,9,3,536641.0
PresaLaPurisimaGto,B11,2019,2,14,4,521902.0
PresaLaPurisimaGto,B11,2019,2,14,5,529333.0
PresaLaPurisimaGto,B11,2019,2,19,6,516537.0
PresaLaPurisimaGto,B11,2019,2,19,7,524251.0
PresaLaPurisimaGto,B11,2019,2,24,8,514772.0
PresaLaPurisimaGto,B11,2019,2,24,9,522144.0
PresaLaPurisimaGto,B11,2019,3,1,0,512991.0
PresaLaPurisimaGto,B11,2019,3,1,1,521021.0
PresaLaPurisimaGto,B11,2019,3,6,2,510136.0
PresaLaPurisimaGto,B11,2019,3,6,3,517564.0
